,ID,SMILES,RI,Tg,TC,MW_ratio,Mass_ave,K_bond_min,K_bond_ave,K_ang_ave,Theta0_ave,K_dih_max,K_dih_ave,VE1_A,AATS0d,AATS0Z,BalabanJ,HybRatio,SaasC,ETA_dBeta,IC1,IC3,MIC1,Mor14,SMR_VSA5,VSA_EState4,VSA_EState8,VR3_A,nN,AATS2d,ATSC1d,ATSC3d,Xch-6d,SlogP_VSA1,SMILES,Monomer_length,Mass_max,nH,ATSC2Z,ATSC5Z,AATSC0Z,AATSC2Z,BCUTd-1h,BCUTZ-1h,nHBDon,MIC0,Kier3,Mor02,Mor19,SMR_VSA1,SMR_VSA3
407,PI428,*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,1.45,126.2396474,0.208176754,0.134690155,5.951457143,218.51,325.8497297,54.63263158,109.4064474,2.7,0.196788194,3.324745406,3.081081081,16.64864865,2.056135744,0.923076923,0,-8.75,2.508146963,4.168120257,23.23676669,1.36816808,59.48220168,0.606230513,8.335181248,5.829831148,0,3.578947368,14.04747991,-31.94667641,0.669906314,0,*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,2.6,15.999,20,116.6347699,287.3425858,7.15558802,1.534668025,4.117711746,8.028770048,0,10.49212206,1.865556217,34.21955486,1.952764514,9.531400138,0
408,PI429,*C(C*)C(=O)OCC(F)(F)F,1.394,14.45651318,0.164710423,0.182089552,10.27246667,218.51,343.3593333,70.44582143,108.2182143,2.7,0.288333333,3.207737673,3.352941176,32.70588235,3.636907117,0.8,0,-6,3.00719649,3.572469459,31.04641273,0.346160855,19.52085734,0,-0.578190665,3.844896808,0,2.714285714,-3.640138408,3.152249135,0,0,*C(C*)C(=O)OCC(F)(F)F,2.63,18.998,5,107.982699,86.2283737,11.65397924,3.856524963,4.017033112,9.01407745,0,20.96162498,6.25,17.36079415,0.330579702,22.70264528,0
409,PI430,*C(C*)C(=O)OCC(C(F)(F)F)(F)F,1.369,-10.49815048,0.143562058,0.137474891,11.33855556,218.51,338.2338889,73.84452941,108.41,2.7,0.259612293,3.186291407,3.75,37.7,4.155382418,0.833333333,0,-8,3.060964047,3.78418372,32.49085626,-0.245915917,25.44338651,0,-1.213873063,4.943306907,0,3.029411765,-2.1725,2.705,0,0,*C(C*)C(=O)OCC(C(F)(F)F)(F)F,2.65,18.998,5,140.74,92.21,11.69,4.139411765,4.112355458,9.015452133,0,21.57656088,4.571428571,25.25444576,0.000122541,31.48347538,0
410,PI431,*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,1.347,28.4653009,0.132233355,0.126339487,12.338,218.51,336.9411111,77.94129412,108.2691176,2.7,0.262907801,3.414327484,4,41.7,4.706081929,0.833333333,0,-8.75,2.946439345,3.346439345,31.65451867,-0.238813146,31.80112225,0,0.459590892,4.865282165,0,3.382352941,-5.09,-1.48,0,0,*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,2.6,18.998,4,157.5,89,11.45,4.632352941,4.032747459,9.017322787,0,21.9413233,5.26446281,19.14073459,0.363903691,35.87389042,0
411,PI432,*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,1.335,15.55160997,0.115357789,0.116872839,13.33744444,218.51,335.6483333,81.88770588,108.2738235,2.7,0.248130496,3.410052837,4.35,45.7,5.122218779,0.833333333,0,-9.5,2.901609497,3.346439345,31.77143686,-0.52353616,31.55197602,0,0.28236867,5.158013444,0,3.647058824,-2.3125,-0.875,0,0,*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,2.62,18.998,3,178.94,4.04,10.89,5.262941176,4.152367425,9.017958187,0,22.05824148,3.728894174,16.87330461,0.124225755,40.26430547,0
412,PI433,*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,1.364,13.2923131,0.108082679,0.109378654,14.25161111,155.52,324.6966667,79.78782353,108.4111765,2.7,0.24986052,3.410052837,4.35,56.1,5.122218779,0.833333333,0,-9.5,3.20869497,3.88418372,40.46261301,-0.3382939,30.75738849,0,0.361733749,5.158013444,0,3.647058824,-2.3125,-0.875,0,0,*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,2.62,35.453,3,224.06,13.96,16.41,6.59,4.152367425,17.00110262,0,29.54831763,3.728894174,16.79382544,0.179283691,35.87389042,0
413,PI434,*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,1.394,12.8203198,0.102567279,0.102787648,15.16577778,155.52,313.745,77.68794118,108.5485294,2.7,0.251590544,3.410052837,4.35,66.5,5.122218779,0.833333333,0,-9.5,3.203701696,3.621928095,42.97681714,-0.00695265,29.96280096,0,0.441098828,5.158013444,0,3.647058824,-2.3125,-0.875,0,0,*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,2.61,35.453,3,260.86,18.76,21.61,7.672352941,4.152367425,17.0021247,0,33.26362176,3.728894174,19.17200514,-0.063667441,31.48347538,0
414,PI435,*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,1.374,-12.40442448,0.149880398,0.118832846,11.24338095,218.51,335.6809524,72.802525,108.57375,2.7,0.253705952,3.389844956,3.739130435,37.91304348,4.364844929,0.857142857,0,-9.25,3.087929347,4.055958152,32.9467034,-0.299142951,31.6150619,0,-1.210417493,5.299802682,0,3.225,-3.164461248,-1.2268431,0,0,*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,2.57,18.998,6,124.8109641,20.51039698,11.59168242,3.120274102,4.033217003,9.015804868,0,21.29313906,5.444444444,24.0408677,-0.178723274,35.87389042,0
415,PI436,*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,1.354,-17.21261689,0.134586462,0.110420274,12.10004762,218.51,334.5728571,76.223625,108.54425,2.7,0.248272817,3.338542947,4.043478261,41.39130435,4.671441504,0.857142857,0,-10,2.990469568,3.96900163,32.19035641,-0.417578257,31.36591568,0,-1.707270054,5.791676629,0,3.4,-1.092627599,-1.907372401,0,0,*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,2.59,18.998,5,162.1493384,31.03591682,11.37996219,4.053733459,4.152161485,9.016966609,0,21.58122685,4.266666667,20.20585851,0.487248232,40.26430547,0
416,PI437,*C(C*)(C(=O)OC)C,1.436,89.06616586,0.214253377,0.280235694,6.674466667,218.51,348.0706667,57.63885714,108.8614286,2.7,0.282894737,2.698759837,2.705882353,18.58823529,3.80239527,0.8,0,-3.75,2.558051077,3.410417253,22.6489716,0.551140292,19.76538045,0,3.227685185,3.117250189,0,2.607142857,3.830449827,-6.024221453,0,0,*C(C*)(C(=O)OC)C,2.75,15.999,8,31.28373702,-55.82698962,8.498269896,1.117276322,4.022991728,8.029033774,0,12.56418386,2.380165289,19.94595133,0.586832871,9.531400138,0
417,PI438,*C(C*)(C(=O)OCC)C,1.428,61.09151243,0.214601581,0.245795375,6.341333333,218.51,344.7455556,56.18461765,108.8426471,2.7,0.273404255,2.788523943,2.6,17.7,3.778371359,0.833333333,0,-4.25,2.460964047,3.646439345,21.79075626,0.557555269,26.68911765,0,5.667283163,3.527658231,0,2.5,3.84,-3.52,0,0,*C(C*)(C(=O)OCC)C,2.77,15.999,10,31.14,-92.09,8.09,0.915882353,4.022992758,8.028755223,0,12.07756088,3.111111111,23.11745863,0.640548406,9.531400138,0
418,PI439,*CC(*)(C)C(=O)OCCC,1.438,39.03162733,0.217185653,0.218893829,6.103380952,218.51,342.3704762,55.034725,108.9735,2.7,0.244920635,2.853681963,2.52173913,17.04347826,3.709061283,0.857142857,0,-4.75,2.479233695,3.849223912,22.27842405,0.510781201,33.10993927,0,5.911380385,3.977240794,0,2.45,3.846880907,-1.672967864,0,0,*CC(*)(C)C(=O)OCCC,2.61,15.999,12,21.42344045,-69.51984877,7.780718336,0.535586011,4.022993595,8.02875563,0,11.66929449,3.786982249,30.33600546,1.075612296,9.531400138,0
419,PI440,*CC(*)(C)C(=O)OC(C)C,1.424,73.59150579,0.212297791,0.218893829,6.103380952,218.51,342.3704762,55.4155,108.85075,2.7,0.258869048,2.931128544,2.608695652,17.04347826,3.904751814,0.857142857,0,-4.75,2.359455977,3.46857663,20.83977388,0.535897333,39.71682123,0,7.079057067,3.722249691,0,2.575,3.846880907,-1.064272212,0,0,*CC(*)(C)C(=O)OC(C)C,2.55,15.999,12,56.42344045,-125.1228733,7.780718336,1.410586011,4.022995043,8.02876458,0,11.66929449,3.786982249,22.8377117,0.869723609,9.531400138,0
420,PI441,*C(C*)(C(=O)OCCCC)C,1.442,25.55608134,0.223797866,0.197299958,5.924916667,218.51,340.5891667,54.18480435,109.0702174,2.7,0.227777778,2.898809765,2.461538462,16.53846154,3.62891334,0.875,0,-5.25,2.419556299,4.026986833,21.79306671,0.660337764,39.53076089,0,6.030074326,4.462431107,0,2.413043478,3.852071006,-1.639053254,0,0,*C(C*)(C(=O)OCCCC)C,2.74,15.999,14,12,-59,7.538461538,0.260869565,4.022994425,8.028756874,0,11.32314363,4.591836735,31.55078746,1.205877085,9.531400138,0
421,PI442,*CC(*)(C)C(=O)OC(C)CC,1.427,52.6280359,0.219748019,0.197299958,5.924916667,218.51,340.5891667,54.51591304,108.9634783,2.7,0.23957265,3.024290925,2.538461538,16.53846154,3.93400144,0.875,0,-5.25,2.390522164,3.997952699,21.44433772,0.833738211,46.13764286,0,7.286117252,4.03662303,0,2.52173913,4.852071006,-1.562130178,0,0,*CC(*)(C)C(=O)OC(C)CC,2.65,15.999,14,47,-65,7.538461538,1.02173913,4.022995919,8.028764983,0,11.32314363,4,27.22901818,1.196971974,9.531400138,0
422,PI443,*CC(*)(C)C(=O)OCC(C)C,1.436,44.69442889,0.211663838,0.197299958,5.924916667,218.51,340.5891667,54.4068913,109.0591304,2.7,0.220632479,2.973028436,2.538461538,16.53846154,3.782274538,0.875,0,-5.25,2.390522164,3.690260391,21.44433772,1.062856204,33.61285484,0,8.008200586,4.134275032,0,2.543478261,3.852071006,0.130177515,0,0,*CC(*)(C)C(=O)OCC(C)C,2.61,15.999,14,37,-46,7.538461538,0.804347826,4.022995132,8.028757128,0,11.32314363,4.591836735,35.24759961,1.181808791,9.531400138,0
423,PI444,*CC(*)(C)C(=O)OC(C)(C)C,1.41,93.47065066,0.199032877,0.197299958,5.924916667,218.51,340.5891667,55.06341304,108.8752174,2.7,0.241384615,3.139812978,2.692307692,16.53846154,4.125243693,0.875,0,-5.25,2.265710145,3.160474333,19.94522055,0.597444082,46.13764286,-0.303726852,9.047243008,3.824160963,0,2.760869565,3.852071006,1.360946746,0,0,*CC(*)(C)C(=O)OC(C)(C)C,2.5,15.999,14,107,-156,7.538461538,2.326086957,4.023545434,8.02877401,0,11.32314363,4.591836735,26.16246126,1.189645903,9.531400138,0
424,PI445,*CC(*)(C)C(=O)OCCCCCC,1.446,-5.407298172,0.247136147,0.164787409,5.675066667,218.51,338.0953333,53.0125,109.2036207,2.7,0.204645248,2.948385903,2.375,15.8125,3.4844617,0.9,0,-6.25,2.279417187,4.202819531,20.48409002,1.294738699,52.37240414,0,6.145205837,5.507280236,0,2.362068966,3.859375,-1.59375,0,0,*CC(*)(C)C(=O)OCCCCCC,2.57,15.999,18,-6.2734375,-45.92578125,7.18359375,-0.108162716,4.022996087,8.028759388,0,10.76894054,6.1875,37.09747517,1.708923533,9.531400138,0
425,PI446,*CC(*)(C)C(=O)OCCCCCCCC,1.446,-10.63865695,0.263447418,0.141474236,5.5085,218.51,336.4327778,52.24212857,109.2912857,2.7,0.189757976,2.968444716,2.315789474,15.31578947,3.376876131,0.916666667,0,-7.25,2.152736181,4.102933434,19.24982238,1.643589774,65.21404738,0,6.200592075,6.601643671,0,2.328571429,3.864265928,-1.565096953,0,0,*CC(*)(C)C(=O)OCCCCCCCC,2.6,15.999,22,-24.06648199,-44.02493075,6.936288089,-0.343806886,4.022997752,8.028761908,0,10.34466691,7.864197531,46.77668144,1.267166291,9.531400138,0
426,PI447,*CC(*)(C)C(=O)OCCCCCCCCCCCC,1.451,-29.63397584,0.297503097,0.110272734,5.300291667,218.51,334.3545833,51.29145745,109.3994681,2.7,0.171719384,2.978981992,2.24,14.68,3.24656068,0.9375,0,-9.25,1.955336213,3.70346519,17.28945747,2.889975623,90.89733387,0,6.253663748,8.816855106,0,2.287234043,3.8704,-1.5312,0,0,*CC(*)(C)C(=O)OCCCCCCCCCCCC,2.66,15.999,30,-58.8736,-41.832,6.6144,-0.626314894,4.023001093,8.028766965,0,9.735793141,11.38016529,61.1178033,2.150731679,9.531400138,0
427,PI448,*CC(*)(C)C(=O)OC1CCCCC1,1.444,81.21542318,0.188801438,0.16676572,6.008428571,218.51,331.8462069,54.44006897,109.3310345,2.7,0.207475845,3.387572666,2.733333333,16.8,2.344713956,0.9,0,-6.75,2.31990258,3.764735179,20.71867515,1.431019018,57.97345495,0,3.33701696,4.454829705,0,2.775862069,3.266666667,-1.044444444,0.102062073,0,*CC(*)(C)C(=O)OC1CCCCC1,2.63,15.999,16,9.524444444,-40.87111111,7.395555556,0.164214559,4.02299826,8.028766727,0,11.00029543,3.591836735,38.41238974,1.436031189,9.531400138,0
428,PI449,*CC(*)(C)C(=O)Oc1ccccc1,1.535,105.2953305,0.192736665,0.172996301,7.372181818,218.51,365.9169565,59.61165,113.89725,3.625,1.581557377,3.387572666,3.166666667,20.75,2.344713956,0.3,0.677986111,-0.25,3.050424108,4.105388542,24.1990613,0.224251131,19.76538045,0,3.198353411,4.454829705,0,3.2,2.916666667,-0.159722222,0.102062073,4.736862954,*CC(*)(C)C(=O)Oc1ccccc1,2.58,15.999,10,37.52777778,-40.81944444,7.909722222,0.938194444,4.022998763,8.028779988,0,11.63108664,3.591836735,26.5170507,0.395310794,9.531400138,0
429,PI450,*CC(*)(C)C(=O)OCc1ccccc1,1.525,63.46950395,0.196260903,0.159223742,7.0486,218.51,359.4415385,58.37086957,113.2597826,3.625,1.4375,3.429873302,3.037037037,19.85185185,2.230577417,0.363636364,1.07388322,-1.25,3.093007302,4.254525465,24.70103317,0.258202576,26.37226241,1.07388322,3.662076405,4.732636959,0,3.086956522,3.111111111,-3.382716049,0.102062073,0,*CC(*)(C)C(=O)OCc1ccccc1,2.64,15.999,12,14.99725652,-1.034293553,7.731138546,0.326027316,4.022998735,8.028761684,0,11.31323074,4.165289256,31.64458029,0.44913239,9.531400138,0
430,PI451,*CC(*)(C)C(=O)OCCBr,1.473,49.92189354,0.156664784,0.145350945,10.72444444,134.73,331.3461111,56.88861765,108.7129412,2.7,0.288179669,2.853681963,2.75,78.9,3.709061283,0.833333333,0,-4.75,2.795461844,3.78418372,40.27737199,0.394993531,19.76538045,0,3.769114229,3.977240794,0,2.617647059,2.4475,-2.055,0,0,*CC(*)(C)C(=O)OCCBr,2.65,79.904,9,-131.04,86.24,55.86,-3.854117647,4.022993595,35.00041757,0,29.36307661,3.786982249,20.9400824,0.791799596,9.531400138,0
431,PI452,*CC(*)(C)C(=O)OCc1ccccc1Cl,1.539,52.60961753,0.165076796,0.133194095,8.4264,181.97,351.2203846,59.38965217,113.2384783,3.625,1.4375,3.718752339,3.222222222,30.51851852,2.326879099,0.363636364,1.550908289,-1.5,3.360388078,4.356558335,32.50755203,0.167641046,26.37226241,0.885611615,3.475739717,4.681125912,0,3.239130435,3.666666667,-5.001371742,0.083333333,0,*CC(*)(C)C(=O)OCc1ccccc1Cl,2.64,35.453,11,60.36351166,-14.4005487,13.92043896,1.312250253,4.023000599,17.00110216,0,17.56462439,4.0768,30.95243631,0.42997994,9.531400138,0
432,PI453,*CC(*)(C)C(=O)OCCO,1.461,80.61085239,0.250973925,0.215580824,6.849631579,218.51,351.9163158,58.40674286,108.9731429,2.7,0.280497778,2.853681963,2.666666667,19.9047619,3.709061283,0.833333333,0,-5,2.843301946,3.880179923,24.70713365,0.276467973,19.76538045,0,3.217915249,3.977240794,0,2.6,2.959183673,-1.897959184,0,0,*CC(*)(C)C(=O)OCCO,2.57,15.999,10,6.888888889,-50.22222222,8.793650794,0.196825397,4.022993595,8.028885605,1,13.13252278,3.786982249,23.97075373,0.744762442,14.63792753,0
433,PI454,*CC(*)(C)C(=O)OCCN(C)C,1.469,38.80808291,0.241329136,0.17845332,6.046653846,218.51,341.0996154,56.89793878,109.264898,2.7,0.269470085,2.988109934,2.535714286,17.14285714,3.675343739,0.875,0,-6.5,2.571520674,3.79790269,24.02444656,0.301864815,19.76538045,0,4.636388889,4.596453035,1,2.571428571,4.238520408,-2.607142857,0,0,*CC(*)(C)C(=O)OCCN(C)C,2.64,15.999,15,27.25,-37.00510204,7.709183673,0.556122449,4.022995932,8.028759896,0,13.44444656,5.333333333,28.23995461,1.087515811,9.531400138,4.899909731
434,PI455,*CC(*)C(N)=O,1.561,127.9730291,0.444629702,0.39471093,7.1079,218.51,386.121,59.49927778,108.8244444,2.5,0.457142857,2.45983181,2.583333333,18.83333333,3.144208207,0.666666667,0,-2.5,2.855388542,3.251629167,20.66721858,0.409305449,13.34455882,5.010046296,1.203703704,2.397727455,1,2.388888889,0.409722222,-1.701388889,0,5.733667477,*CC(*)C(N)=O,2.57,15.999,5,17.33333333,32.5,8.805555556,0.962962963,3.121093542,8.022028834,1,15.50017318,2.666666667,16.70607172,0.191426682,4.794537184,0
435,PI456,*CC(*)C(=O)NC(C)C,1.479,94.30051912,0.262015599,0.247923661,5.955789474,218.51,352.3236842,55.43972222,109.1311111,2.5,0.378205128,2.884070476,2.428571429,16.19047619,3.502717697,0.833333333,0,-4.25,2.619970711,3.463280518,20.92988592,0.750400468,33.23387405,0,5.317714475,3.3997211,1,2.444444444,1.854875283,-0.569160998,0,5.316788604,*CC(*)C(=O)NC(C)C,2.56,15.999,11,26.46258503,-110.0340136,7.473922902,0.735071807,3.123500973,8.022008475,1,12.97088353,4.48,23.00184453,0.951211746,4.794537184,5.316788604
436,PI457,*CC(*)C(=O)OC(CC)CC,1.44,4.797305284,0.245278243,0.197299958,5.924916667,218.51,340.5533333,54.12765217,108.7480435,2.7,0.234581197,3.12254145,2.384615385,16.53846154,3.718624478,0.875,0,-5.25,2.419556299,3.565448372,21.79306671,1.115795929,46.13764286,0,5.372760771,3.92976346,0,2.369565217,3.852071006,-1.562130178,0,0,*CC(*)C(=O)OC(CC)CC,2.56,15.999,14,27,-69,7.538461538,0.586956522,3.123575506,8.028762971,0,11.32314363,4.591836735,26.64956046,0.954478188,9.531400138,0
437,PI458,*CC(*)C(=O)OC1CCCCC1,1.453,38.33966754,0.215312167,0.18193607,6.16836,218.51,332.2430769,54.77984615,109.0961538,2.7,0.213105756,3.361153422,2.666666667,17.25925926,2.21187628,0.888888889,0,-6.25,2.27664271,3.661932872,20.00272824,1.447254357,51.55263332,0,1.24162037,4.197262568,0,2.692307692,1.148148148,-0.31824417,0.102062073,0,*CC(*)C(=O)OC1CCCCC1,2.62,15.999,14,-2.24691358,-42.60493827,7.580246914,-0.043209877,3.123585527,8.028764309,0,11.29086413,3.703703704,33.98769735,1.027793633,9.531400138,0
438,PI459,*CC(*)C(=O)OCC(C)(C)C,1.437,36.81607814,0.235321696,0.197299958,5.924916667,218.51,340.5533333,54.46280435,108.8215217,2.7,0.205025641,3.207737673,2.538461538,16.53846154,3.636907117,0.875,0,-5.25,2.390522164,3.266431544,21.44433772,0.876762232,34.11577042,0.120727041,8.054673564,3.844896808,0,2.630434783,1.852071006,3.437869822,0,0,*CC(*)C(=O)OCC(C)(C)C,2.59,15.999,14,67,-1,7.538461538,1.456521739,4.017033112,8.028756223,0,11.32314363,6.25,29.58618534,0.967112847,9.531400138,0
439,PI460,*CC(*)C(=O)OCCC#N,1.48,24.55881479,0.249017898,0.224228864,7.8204375,218.51,376.98,59.0972069,110.9172414,2.7,0.27696477,2.894598448,2.722222222,22.22222222,3.276810377,0.8,0,-2,2.967064754,3.836591668,27.88675052,0.745873634,19.76538045,0,1.433908966,3.961890802,1,2.551724138,0.25,-0.5,0,0,*CC(*)C(=O)OCCC#N,2.55,15.999,7,12.88888889,-21.22222222,8.777777778,0.444444444,3.122899737,8.028756402,0,15.75975565,5.289256198,20.26644756,0.523198153,9.531400138,0
440,PI461,*CC(*)C(=O)N1CCCCC1,1.49,97.43338722,0.224880389,0.201551501,6.052086957,218.51,334.30875,55.85183333,109.4079167,2.5,0.291959064,3.18925824,2.68,16.56,2.332831699,0.875,0,-6,2.369432036,3.68385619,20.67167912,1.046703892,32.60702369,0,3.442777778,4.010200956,1,2.770833333,2.64,-3.4144,0.102062073,0,*CC(*)C(=O)N1CCCCC1,2.58,15.999,13,-5.6832,-57.3696,7.3184,-0.1184,3.16066141,8.022011694,0,12.38643727,2.777777778,26.97554036,0.795364731,4.794537184,4.899909731
441,PI462,*CC(*)C(=O)N1CCOCC1,1.498,122.0327782,0.212390136,0.198739287,6.722380952,218.51,335.275,59.5125814,109.2886047,2.5,0.372590278,3.18925824,2.826086957,19.13043478,2.332831699,0.857142857,0,-6.5,2.608181617,3.567040217,24.00822015,0.680285862,13.34455882,0,4.447091837,4.010200956,1,2.88372093,2.347826087,-4.714555766,0.102062073,0,*CC(*)C(=O)N1CCOCC1,2.6,15.999,11,-7.669187146,-22.45746692,8.211720227,-0.178353189,3.16066141,8.022137181,0,14.44352538,2.777777778,26.90634799,0.703074562,9.531400138,4.899909731
442,PI463,*CC(*)C(=O)Oc1ccccc1,1.562,65.98713932,0.204691395,0.189377067,7.797947368,218.51,371.5435,61.04394118,114.3438235,3.625,1.828365385,3.361153422,3.142857143,21.9047619,2.21187628,0.222222222,0.686111111,0.25,2.964976068,4.070656113,23.56339551,0.168092866,13.34455882,0,1.172288596,4.197262568,0,3.147058824,0.666666667,0.614512472,0.102062073,4.736862954,*CC(*)C(=O)Oc1ccccc1,2.57,15.999,8,24.63265306,-49.55102041,8.108843537,0.724489796,3.123859389,8.028777565,0,11.99592471,3.703703704,24.19057105,0.152003569,9.531400138,0
443,PI464,*CC(*)C(=O)Oc1ccc(OC)cc1,1.551,56.14494875,0.230448188,0.157463524,7.74726087,218.51,366.8833333,61.52078049,113.6343902,3.625,1.744649123,3.537556235,3.12,22.48,2.2286729,0.3,1.400784544,-0.75,3.22346519,4.21366069,27.34667799,0.237843714,13.34455882,0,1.147805571,4.6220457,0,3.146341463,3.4,-2.6,0.083333333,9.473725908,*CC(*)C(=O)Oc1ccc(OC)cc1,2.63,15.999,10,47.1616,-19.5712,8.3424,1.150282927,3.123989855,8.028938227,0,12.75678156,4.165289256,28.19527198,0.236946933,14.26826309,0
444,PI465,*CC(*)C(=O)Oc1ccccc1C(=O)OC,1.54,56.21219482,0.219785117,0.136074875,8.24788,218.51,374.84,62.93797727,114.0359091,3.625,1.715655738,3.608433307,3.259259259,24.51851852,2.527452327,0.272727273,0.612540627,-1,3.43971065,4.430632409,30.69109945,-0.070753563,13.34455882,0.304346183,1.054786155,5.042264837,0,3.340909091,4.962962963,-1.426611797,0.083333333,4.736862954,*CC(*)C(=O)Oc1ccccc1C(=O)OC,2.58,15.999,10,64,-81,8.518518519,1.454545455,3.205522452,8.031257777,0,13.40381253,4.301783265,26.28999882,0.200499659,19.06280028,0
445,PI466,*CC(*)C(=O)Oc1ccccc1C(=O)OCC,1.525,35.84211571,0.218273906,0.127406466,7.865142857,218.51,370.0068966,61.3132,113.4022,3.625,1.525071429,3.660982652,3.133333333,23.33333333,2.532195708,0.333333333,0.641198035,-1.5,3.440223929,4.548394346,30.67576915,0.144425302,20.26829602,0.32226285,3.108629742,5.257094929,0,3.18,5.2,1.28,0.083333333,4.736862954,*CC(*)C(=O)Oc1ccccc1C(=O)OCC,2.55,15.999,12,67.88888889,-104.9644444,8.382222222,1.357777778,3.20553533,8.031106208,0,13.08505177,4.897959184,30.65170672,0.36584742,19.06280028,0
446,PI467,*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,1.539,49.58189994,0.234531676,0.136074875,8.24788,218.51,374.84,62.93797727,114.0359091,3.625,1.715655738,3.666891592,3.259259259,24.51851852,2.386859974,0.272727273,0.826173469,-1,3.43971065,4.504706484,30.69109945,0.390392883,13.34455882,0.398951247,1.078894558,5.013535454,0,3.295454545,3.962962963,-1.537722908,0.083333333,4.736862954,*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,2.63,15.999,10,64,-75,8.518518519,1.454545455,3.139749399,8.031237557,0,13.40381253,4.639053254,27.31225712,0.309026697,19.06280028,0
447,PI468,*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,1.531,30.34350018,0.235991614,0.127406466,7.865142857,218.51,370.0068966,61.3132,113.4022,3.625,1.525071429,3.720068109,3.133333333,23.33333333,2.384744693,0.333333333,0.851176304,-1.5,3.440223929,4.615061012,30.67576915,0.385474069,20.26829602,0.416867914,3.169210911,5.232301149,0,3.14,4.2,1.08,0.083333333,4.736862954,*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,2.56,15.999,12,67.88888889,-100.3333333,8.382222222,1.357777778,3.139775733,8.031085939,0,13.08505177,5.267489712,32.4258438,0.660129998,19.06280028,0
448,PI469,*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,1.547,64.31796458,0.246881391,0.136074875,8.24788,218.51,374.84,62.93797727,114.0359091,3.625,1.715655738,3.686787059,3.259259259,24.51851852,2.272579232,0.272727273,0.955741082,-1,3.43971065,4.504706484,30.69109945,-0.013659833,13.34455882,0.454673433,1.096307085,5.004385207,0,3.272727273,3.962962963,-3.537722908,0.083333333,4.736862954,*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,2.66,15.999,10,64,-106,8.518518519,1.454545455,3.137040248,8.031236177,0,13.40381253,4.639053254,26.17144211,0.460369049,19.06280028,0
449,PI470,*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,1.539,40.60385819,0.254460099,0.127406466,7.865142857,218.51,370.0068966,61.3132,113.4022,3.625,1.525071429,3.740043078,3.133333333,23.33333333,2.264713498,0.333333333,0.978653497,-1.5,3.440223929,4.615061012,30.67576915,0.214545219,20.26829602,0.472590099,3.21211058,5.224585038,0,3.12,4.2,-0.92,0.083333333,4.736862954,*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,2.61,15.999,12,67.88888889,-133.8666667,8.382222222,1.357777778,3.137066749,8.031084556,0,13.08505177,5.267489712,29.86078115,0.41559858,19.06280028,0
450,PI471,*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,1.53,29.16004465,0.269375988,0.113008458,7.302294118,218.51,362.8262857,58.83683871,112.6885484,3.625,1.235347222,3.804610327,2.944444444,21.55555556,2.218359719,0.428571429,1.003017185,-2.5,3.36382639,4.815622571,30.00119259,0.589262025,33.10993927,0.490417008,3.589272133,5.82951345,0,2.935483871,4.555555556,2.567901235,0.083333333,4.736862954,*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,2.53,15.999,16,53.88888889,-87.33333333,8.111111111,0.869175627,3.137078552,8.031089095,0,12.52368555,6.549346017,35.6681439,0.731240529,19.06280028,0
