,ID,SMILES,RI,Tg,TC,MW_ratio,Mass_ave,K_bond_min,K_bond_ave,K_ang_ave,Theta0_ave,K_dih_max,K_dih_ave,VE1_A,AATS0d,AATS0Z,BalabanJ,HybRatio,SaasC,ETA_dBeta,IC1,IC3,MIC1,Mor14,SMR_VSA5,VSA_EState4,VSA_EState8,VR3_A,nN,AATS2d,ATSC1d,ATSC3d,Xch-6d,SlogP_VSA1,SMILES,Monomer_length,Mass_max,nH,ATSC2Z,ATSC5Z,AATSC0Z,AATSC2Z,BCUTd-1h,BCUTZ-1h,nHBDon,MIC0,Kier3,Mor02,Mor19,SMR_VSA1,SMR_VSA3
818,PI888,*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,1.644,198.3647869,0.202245531,0.945477509,8.872827586,204.39,370.3309677,61.4401417,117.7052475,3.625,2.60586758,4.295788132,3.633333333,31.63333333,1.117813693,0.103448276,7.05265189,6.75,3.202479554,4.956564762,31.82748098,-0.300834335,29.05343182,1.827511458,4.244896139,8.498550214,0,3.871287129,8.546666667,-19.68,0.333333333,20.64662037,*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,22.92,32.067,22,230.1288889,22.31555556,11.68222222,2.27850385,4.028047127,16.00305113,0,16.64885984,9.257142857,40.66543334,0.276806263,24.16932767,0
819,PI889,*Oc1ccc(NC(=O)c2cc(C(c3ccc(C(=O)O)c(C(=O)Nc4ccc(Oc5ccc(C(c6ccc(*)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4)c3)(C(F)(F)F)C(F)(F)F)ccc2C(=O)O)cc1,1.539,253.0756249,0.189394728,0.626046492,10.24144681,232.52,379.193,70.6069759,117.5142169,3.625,2.345887097,4.697030743,4.25,34,1.107282008,0.130434783,-9.803863801,-0.25,3.543405951,5.350282032,37.61740843,-2.415034546,35.53517501,-20.01673401,0,11.54098496,2,4.65060241,12.80555556,-58.33333333,0.469416097,26.54333463,*Oc1ccc(NC(=O)c2cc(C(c3ccc(C(=O)O)c(C(=O)Nc4ccc(Oc5ccc(C(c6ccc(*)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4)c3)(C(F)(F)F)C(F)(F)F)ccc2C(=O)O)cc1,28.98,18.998,26,153.1527778,-550.0902778,8.159722222,0.922607095,4.161187162,9.024081148,4,20.15678544,12.7304405,57.85507008,-0.121077725,91.91957445,0
820,PI890,*OC1C(CO)OC(*)C(N)C1O,1.484,188.1792684,0.348907876,0.621230922,7.325318182,232.52,344.8721739,63.31353488,109.6027907,1.24,0.318291465,3.262091948,3.041666667,22.16666667,2.686091484,1,0,-8.5,3.318030336,4.418295834,26.08121465,0.849972357,30.96062196,5.758304044,-0.081435185,4.199472075,1,3.465116279,5.041666667,-9.015625,0.045360921,5.733667477,*OC1C(CO)OC(*)C(N)C1O,5.52,15.999,11,-50.36805556,-30.59027778,9.326388889,-1.171350129,3.185516731,8.011792757,3,16.09419652,2.083333333,26.70971603,0.09272589,20.05644514,0
821,PI891,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(Br)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,1.624,194.8478303,0.179353601,1,10.36388136,162.15,384.2142188,64.49669231,119.3674038,3.625,3.012692308,5.056592555,3.983606557,49.7704918,1.028566865,0,5.762533364,12.25,2.944243354,5.381396764,37.87625373,-0.665003216,9.790966951,1.852974433,0,7.929841599,0,4.240384615,5.900564364,-13.26686375,0.401374715,15.90975742,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(Br)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,23.97,79.904,19,20.04299919,86.13571621,23.94410105,0.192721146,4.048627948,35.00041877,0,22.54434149,8.436992969,47.0447144,0.486516053,27.8502617,0
822,PI892,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(I)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,1.68,199.6920781,0.179849923,1,11.16049153,108.27,383.3723438,64.43780769,119.36375,3.625,3.012692308,5.056592555,3.983606557,75.73770492,1.028566865,0,6.061965906,12.25,2.944243354,5.381396764,42.44583824,-0.577221125,9.790966951,1.966724433,0,7.929841599,0,4.240384615,5.900564364,-13.26686375,0.401374715,15.90975742,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(I)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,41.46,126.904,19,18.19510884,121.1537221,46.82504703,0.17495297,4.048627948,53.00025835,0,27.113926,8.436992969,48.78776509,-0.415519272,27.8502617,0
823,PI893,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(C(=O)c5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,1.607,200.1805979,0.21459288,0.904672929,8.29128169,209.78,378.4042105,61.50546094,117.5336719,3.625,2.509470899,5.636505288,3.698630137,26.90410959,1.074513808,0.111111111,6.206191455,10.25,3.238312976,5.274838428,30.71168557,-0.597376561,35.97716902,2.642160665,6.167573847,7.782684036,0,3.984375,14.24544943,-6.062112967,0.401374715,15.90975742,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(C(=O)c5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,24.46,32.067,28,152.3270783,107.5849127,9.1026459,1.190055299,4.048734933,16.01301513,0,14.03498006,9.170132325,58.62637771,0.900125359,27.8502617,0
824,PI894,*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.597,201.226174,0.179786563,0.780130951,9.515830769,232.52,373.9854286,66.88825,118.3892241,3.625,2.627471264,4.098917576,4.089552239,30.17910448,1.102377347,0.085714286,1.114003204,5.25,2.944569992,5.252218668,30.96702663,-1.328734378,17.7675875,-4.828568629,0,12.30965827,0,4.431034483,8.650701715,-33.88906215,0.416666667,15.90975742,*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,22.74,18.998,20,60.28380486,-329.4914235,7.934506572,0.519687973,4.157211824,9.017408025,0,16.20898006,8.559784698,45.4943076,0.136567024,45.774955,0
825,PI896,*Oc1ccc(C(=O)Nc2cccc(C(O)Cc3ccc(NC(=O)c4ccc(*)cc4)cc3)c2)cc1,1.613,219.8155546,0.286060508,0.964485483,8.044535714,232.52,384.9668333,62.4849898,118.617551,3.625,2.612557808,5.388964798,3.551724138,23.86206897,1.131498112,0.071428571,6.277702667,6.5,3.327724314,5.513153409,28.32517869,0.156721154,12.52478801,4.136739367,0,7.029215548,2,3.857142857,5.297265161,-9.423305589,0.333333333,21.80647167,*Oc1ccc(C(=O)Nc2cccc(C(O)Cc3ccc(NC(=O)c4ccc(*)cc4)cc3)c2)cc1,22.97,15.999,22,-44.25802616,63.96789536,7.305588585,-0.451612512,3.144708867,8.023655726,3,13.22991406,8.757575758,51.10168239,0.009223971,19.80212916,0
826,PI897,*C1(OC(C(C1(C(C(*)(F)F)(F)F)F)(F)F)(F)F)F,1.308,221.4104666,0.111266374,1,16.35558824,232.52,305.0633333,88.563,109.5594595,0.383333333,0.169131667,3.76280293,5.894736842,57.36842105,3.611978482,1,0,-13,2.28901799,3.826874882,27.68384768,-1.077523957,36.40558815,-6.081597222,0,5.095690072,0,5.378378378,-4,-18,0.331456304,0,*C1(OC(C(C1(C(C(*)(F)F)(F)F)F)(F)F)(F)F)F,2.09,18.998,0,-40.47645429,15.22437673,7.628808864,-1.093958224,4.204073414,9.017472624,0,19.14353676,1.771626298,20.48303383,-0.414539093,48.64101343,0
827,PI898,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(C)(C)c4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1C(C)(C)C,1.595,250.90138,0.283670086,0.785109283,7.019731183,232.52,367.7716327,58.27337059,115.9108824,3.625,1.96297043,4.476112863,3.347368421,20.48421053,1.01814832,0.255813953,10.90251611,4.75,3.297105213,5.074295608,27.38257637,1.126507746,71.63486901,6.584467545,17.41029813,10.7960799,2,3.741176471,25.91124654,-12.44919668,0.388888889,26.54333463,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(C)(C)c4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1C(C)(C)C,26.3,15.999,44,247.0781163,-180.1403878,7.065484765,1.453400684,4.029078061,8.023765101,2,11.45652356,11.07266436,83.3905566,1.637974163,19.43246472,0
828,PI899,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(C)(C)c4ccc(NC(=O)c5ccc(*)cc5)c(C)c4)cc3C)cc2)cc1C(C)(C)C,1.577,260.5933054,0.270258521,0.752757177,6.877666667,232.52,365.4455769,57.64577473,115.4764286,3.625,1.872371795,5.002080893,3.306930693,20.01980198,1.058470776,0.288888889,13.02678299,3.75,3.336712667,5.097934502,28.10001708,0.238171236,85.48234341,8.680709958,21.52013922,9.531119688,2,3.714285714,31.54818155,-11.52965396,0.358304986,26.54333463,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(C)(C)c4ccc(NC(=O)c5ccc(*)cc5)c(C)c4)cc3C)cc2)cc1C(C)(C)C,25.39,15.999,48,313.3184982,-93.01411626,7.031271444,1.72153021,4.029093362,8.023769055,2,11.27678211,11.14540466,89.58957964,2.473634174,19.43246472,0
829,PI900,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3c(C)cc(C(C)(C)c4cc(C)c(NC(=O)c5ccc(*)cc5)c(C)c4)cc3C)cc2)cc1C(C)(C)C,1.557,252.4143467,0.26981997,0.722965826,6.751838095,232.52,363.3732727,57.09581959,115.0957216,3.625,1.789767157,5.546488288,3.271028037,19.60747664,1.100066477,0.319148936,15.22224223,2.75,3.307091983,4.974198294,28.1300494,1.899357879,99.3298178,10.84814474,25.73414699,8.606407641,2,3.701030928,37.07826011,-10.24456284,0.333333333,26.54333463,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3c(C)cc(C(C)(C)c4cc(C)c(NC(=O)c5ccc(*)cc5)c(C)c4)cc3C)cc2)cc1C(C)(C)C,25.73,15.999,52,377.6200542,-158.2879727,6.995021399,1.946495125,4.029109034,8.023773019,2,11.11080137,11.23545706,76.19292073,1.86851585,19.43246472,0
830,PI901,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3c(C)cc(Cc4cc(C)c(NC(=O)c5ccc(*)cc5)c(C(C)C)c4)cc3C(C)C)cc2)cc1C(C)(C)C,1.505,242.533812,0.244338127,0.695442767,6.639612613,232.52,361.5498276,56.54658738,114.7847573,3.625,1.685298851,4.74703684,3.185840708,19.23893805,1.123762619,0.346938776,15.67688372,1.75,3.285159227,5.058251971,28.02998411,2.365137042,112.1714611,11.61714788,25.93833649,10.26203913,2,3.59223301,35.36776568,1.436291017,0.333333333,26.54333463,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3c(C)cc(Cc4cc(C)c(NC(=O)c5ccc(*)cc5)c(C(C)C)c4)cc3C(C)C)cc2)cc1C(C)(C)C,25.52,15.999,56,340.2650952,-329.9092333,6.957945023,1.651772307,4.023880179,8.023776876,2,10.95713405,12.56509695,93.55834101,3.328534763,19.43246472,0
831,PI902,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(c4ccc(NC(=O)c5ccc(*)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1C(C)(C)C,1.546,260.303036,0.215611584,0.673724748,8.180376344,232.52,366.3469388,62.64017059,115.8833529,3.625,1.956895161,4.18452467,3.663157895,25.53684211,1.134193239,0.255813953,3.325599778,0.25,3.570377844,5.074295608,32.93741736,0.396613374,70.13999164,-4.669337229,12.47555814,11.76348316,2,4.041176471,24.03047091,-21.38504155,0.388888889,26.54333463,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(c4ccc(NC(=O)c5ccc(*)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1C(C)(C)C,26.54,18.998,38,334.6747922,-393.1061496,8.161108033,1.968675248,4.157315318,9.017434472,2,16.25247729,11.34,83.59685428,0.912291616,45.774955,0
832,PI903,*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)c4ccccc34)cc2)cc1,1.674,211.9565501,0.231751558,1,8.509038462,272.66,384.6910526,62.94865217,119.9886957,3.625,3.142,4.581791202,3.888888889,25.07407407,1.122985585,0,5.956862534,10.25,2.525591899,4.884155095,23.5140305,-1.255118421,0,2.391346289,0,8.289257485,0,4.282608696,8.581618656,-8.374485597,0.388888889,15.90975742,*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)c4ccccc34)cc2)cc1,19.49,15.999,18,-31.07544582,-47.08230453,6.932784636,-0.337776585,3.280515532,8.023657714,0,10.64100121,6.604570637,39.14232413,-0.05955288,19.43246472,0
833,PI907,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)c(C(O)(C(F)(F)F)C(F)(F)F)c4)cc3C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.46,188.276118,0.165410873,0.535101082,10.46724324,209.78,363.8371795,70.70824265,115.1244118,3.625,1.908533333,5.715918805,4.263157895,37.13157895,1.56225737,0.272727273,-6.835826421,-5.75,3.644109746,4.967872086,38.49025173,-1.390606343,64.96072751,-17.57120086,2.137332622,9.657945697,0,4.419117647,13.76454294,-41.44044321,0.30274943,15.90975742,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)c(C(O)(C(F)(F)F)C(F)(F)F)c4)cc3C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,18.84,32.067,22,296.1274238,188.7867036,10.52770083,2.177407528,4.158587098,16.01301679,2,22.04953761,8.968782518,47.85130864,-0.420552159,81.15922269,0
834,PI908,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)c(C(OC)(C(F)(F)F)C(F)(F)F)c4)cc3C(OC)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.449,176.9390167,0.13816211,0.516395076,10.032875,209.78,357.857619,69.33419595,114.6255405,3.625,1.869071197,5.767936447,4.097560976,35.34146341,1.604053971,0.314285714,-5.505340324,-7.25,3.608772427,4.982015571,38.27793344,-1.213996941,64.96072751,-15.49993133,2.341414255,9.870668427,0,4.331081081,22.83700178,-54.52944676,0.30274943,15.90975742,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)c(C(OC)(C(F)(F)F)C(F)(F)F)c4)cc3C(OC)(C(F)(F)F)C(F)(F)F)cc2)cc1,19.42,32.067,26,361.8441404,-504.2248662,10.58477097,2.44489284,4.15905689,16.01301703,0,21.43747438,9.144852071,47.81972246,0.52526812,80.41989381,0
835,PI909,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1,1.461,182.7794577,0.152623848,0.498952741,9.659116279,209.78,358.986,67.41523125,114.254,3.625,1.704047619,5.590610272,4.045454545,33.79545455,1.689173985,0.351351351,-5.550474618,-7.75,3.71770833,4.850921675,38.23512718,-0.497793894,92.65567631,-13.36795905,10.85738241,9.846984441,0,4.2875,28.49586777,-29.47107438,0.247193875,15.90975742,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1,19.37,32.067,30,532.5619835,524.8512397,10.58057851,3.328512397,4.15870166,16.01301727,2,20.872935,9.325259516,50.01443482,0.761767514,81.15922269,0
836,PI910,*Oc1ccc2c(c1)nc1n2C(=O)c2ccc(-c3ccc4c(c3)C(=O)n3c-4nc4ccc(*)cc43)cc2-1,1.804,342.0601018,0.269836747,1,9.626148936,272.66,381.7174545,68.90521505,119.8229032,4.8,2.917565789,5.5072438,4.857142857,28.73469388,0.951374101,0,8.267558581,5.75,3.256569538,5.247362905,32.85273737,-1.228914619,0,8.056372643,0,7.197788189,4,5.430107527,10.54227405,-11.272803,1.150371095,11.17289446,*Oc1ccc2c(c1)nc1n2C(=O)c2ccc(-c3ccc4c(c3)C(=O)n3c-4nc4ccc(*)cc43)cc2-1,18.82,15.999,12,20.77051229,-61.22573928,6.317367763,0.223338842,3.308834232,8.023487525,0,14.12270386,3.703809185,43.192197,0.253500445,14.69560176,19.10215634
837,PI911,*Oc1ccc2c(c1)nc1c3cc4c(=O)n5c6cc(*)ccc6nc5c4cc3c(=O)n21,1.839,349.6397645,0.289671931,1,10.17110811,272.66,384.1609091,71.25001333,119.7414667,4.8,2.849112903,4.895318693,5.128205128,30.46153846,1.126678106,0,2.101626552,4.25,3.490530424,5.131556065,35.8051975,-0.741031253,0,4.089962016,0,6.922749999,4,5.72,7.781065089,-6.91913215,1.069843887,22.29142825,*Oc1ccc2c(c1)nc1c3cc4c(=O)n5c6cc(*)ccc6nc5c4cc3c(=O)n21,16.42,15.999,8,21.90532544,-39.30769231,6.224852071,0.292071006,3.355545713,8.023726614,0,15.34282378,2.778827977,37.99732311,-0.211690545,5.106527395,18.76934625
838,PI913,*c1ccc2c(c1)-c1nc3cc(Oc4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,1.632,310.5964037,0.176963476,0.774262619,10.75803571,232.52,372.48375,72.57989189,118.1484685,4.8,2.489269663,5.322177098,5.034482759,34.51724138,0.902942255,0.096774194,2.922829992,-0.5,3.65886246,5.418157288,40.45117971,-2.189144898,18.27050308,2.131375137,0,8.230006568,4,5.333333333,5.146254459,-23.28180737,1.150371095,10.80323002,*c1ccc2c(c1)-c1nc3cc(Oc4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,21.28,18.998,12,78.36385256,-243.9750297,7.045184304,0.705980654,4.154616087,9.017406889,0,19.97142043,5.081054688,51.56708367,-0.305446131,40.66842761,19.10215634
839,PI914,*c1ccc(*)s1,1.642,105.4708459,0.597038429,1,11.73242857,231.98,347.0875,62.63838462,115.0907692,4,3.42,2.549529065,3.777777778,44.66666667,2.257153237,0,3.425925926,0,2.281036113,2.503258335,23.36404784,-0.039963903,0,0,0,2.544216867,0,3.615384615,-1.111111111,-2.679012346,0.23570226,10.76012554,*c1ccc(*)s1,3.89,32.067,2,-102.2222222,0,22.88888889,-7.863247863,3.073696926,16.00450148,0,18.02582562,1.185185185,10.64868723,-0.109157623,0,0
840,PI915,*c1ccc2c(c1)-c1cc(-c3nc4cc(-c5ccc6[nH]c(*)nc6c5)ccc4[nH]3)ccc1S2(=O)=O,1.731,347.8648278,0.266970833,1,9.499808511,209.78,385.55,67.27508696,118.8801087,4.8,2.911972973,4.304620705,4.571428571,31.2244898,0.980339652,0,8.610304894,7.5,3.295347793,5.191140711,33.57743877,-0.358081486,9.790966951,8.559062416,0,8.475052416,4,4.956521739,6.397750937,-19.15201999,0.964357606,12.39368714,*c1ccc2c(c1)-c1cc(-c3nc4cc(-c5ccc6[nH]c(*)nc6c5)ccc4[nH]3)ccc1S2(=O)=O,16.95,32.067,14,25.56018326,-32.07205331,9.192003332,0.277828079,4.048914374,16.01301389,2,17.16841842,4.11342155,42.36090641,0.097647795,8.417796984,19.93591408
841,PI916,*Cc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,1.745,305.6876897,0.233716186,1,9.21036,209.78,383.0719298,66.15247959,118.3468367,4.8,2.74225641,4.591372175,4.423076923,30.15384615,1.029269364,0.037037037,8.041482674,7,3.545841641,5.16197818,34.24710724,0.305547044,16.71470415,8.362889948,1.196332909,7.854934325,4,4.816326531,8.650887574,-15.34911243,0.923688116,6.066367068,*Cc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,18.8,32.067,16,101.6183432,-19.44230769,9.205621302,1.036921869,4.048915533,16.01301401,2,16.8191028,4.317338162,47.34316889,0.589275543,8.417796984,19.93591408
842,PI917,*c1ccc2sc3ccc(-c4nc5cc(-c6ccc7[nH]c(*)nc7c6)ccc5[nH]4)cc3c2c1,1.805,371.0507772,0.263202779,1,9.210955556,216.1,375.5003846,65.39191954,119.2851724,4.8,2.978371429,4.937923206,4.468085106,29.82978723,0.95940012,0,7.11576444,6,3.179083735,5.112995501,31.33432518,-0.488545362,0,7.697860288,0,7.155440173,4,4.862068966,6.202354006,-11.46220009,0.918333877,12.39368714,*c1ccc2sc3ccc(-c4nc5cc(-c6ccc7[nH]c(*)nc7c6)ccc5[nH]4)cc3c2c1,17.51,32.067,14,15.85785423,36.08646446,9.098234495,0.182274187,3.2763306,16.00450559,2,14.22704865,4.081632653,45.10792692,-0.172882485,0,19.93591408
843,PI918,*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,1.808,331.8390922,0.230983773,1,8.9275,216.1,373.4803636,64.33045161,118.6970968,4.8,2.795891892,5.018243065,4.32,28.8,0.984424376,0.037037037,7.013400142,5.5,3.443074189,5.04385619,32.12395466,-0.591638215,6.9237372,8.018339596,1.265146041,7.202456389,4,4.720430108,8.2784,-7.944,0.877664387,6.066367068,*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,15.25,32.067,16,88.6848,53.168,9.0864,0.9536,3.276685931,16.0045057,2,13.99883004,4.292049757,50.21775414,0.115222672,0,19.93591408
844,PI919,*c1cc(CCCC)c(*)s1,1.53,77.17475615,0.320117807,0.594068716,7.275526316,231.98,336.006,53.62532432,111.2859459,4,1.350125786,2.923750562,2.857142857,26.38095238,2.228151723,0.5,5.325373205,-2,2.748063851,3.880179923,25.25573521,0.54248354,26.18620207,1.737824074,2.280635393,4.112279178,0,2.891891892,3.428571429,-2.451247166,0.260491471,10.76012554,*c1cc(CCCC)c(*)s1,3.85,32.067,10,-62.56235828,-7.102040816,13.96371882,-1.690874548,3.182491384,16.00450191,0,13.5915697,2.5,24.52897579,0.673662218,0,0
845,PI920,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.615,202.4681016,0.225378547,0.785649734,8.085846154,232.52,379.2064286,61.66697826,118.7292391,3.625,2.643956835,4.30755697,3.666666667,23.77777778,1.339718263,0.071428571,5.746606771,7.75,2.894081732,5.106377317,25.42828889,-0.478069191,12.33872767,3.972020032,2.200526301,8.010244572,0,4.086956522,11.64609053,-17.96844993,0.352062073,9.843390349,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,15.74,15.999,20,-1.976680384,12.82441701,7.179698217,-0.021485656,4.033882531,8.029358233,0,10.88609313,6.478367347,33.58256161,0.131502803,19.43246472,0
846,PI921,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.611,225.2723429,0.211413189,0.68459227,8.178559322,250.32,380.8690625,61.99890385,119.5376923,3.625,2.82275,4.469991591,3.737704918,24.03278689,1.296113105,0.03030303,6.694681192,10.75,2.484589941,4.920057265,23.08847305,-0.364558952,5.414990469,4.750767271,0,8.777718824,0,4.278846154,13.17790916,-9.385649019,0.454124145,9.843390349,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,16.58,15.999,22,-52.17844665,-123.2311207,6.96640688,-0.501715833,4.039646247,8.0293684,0,10.41791474,6.979591837,32.61862387,0.379634236,19.43246472,0
847,PI922,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.637,193.5316576,0.257727428,0.939332353,8.114052632,232.52,379.4703279,61.42439604,118.1946535,3.625,2.500244444,4.477235826,3.661016949,24.10169492,1.150756878,0.1,5.616223047,7.5,3.132394532,4.97569771,27.58730499,0.022564707,19.26246487,4.023635889,4.307335643,8.084684807,0,3.97029703,12.18672795,-23.5914967,0.333333333,9.843390349,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,19.33,15.999,22,42.77334099,25.74892272,7.277793737,0.423498426,4.028047721,8.029900646,0,11.32192222,7.599707816,43.32015158,-0.065020283,24.2270019,0
848,PI923,*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,1.515,13.80819282,0.236431842,1,6.9083,232.52,357.622439,56.87986486,113.0943243,3.625,1.101153439,3.548552906,2.761904762,20.28571429,2.075075899,0.5,0.837250137,-3.75,2.975418018,4.582793613,25.12085596,0.823549393,45.44866694,0.837250137,1.956488266,8.190496105,0,2.810810811,3.80952381,3.68707483,0.083333333,0,*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,14.28,15.999,20,3.446712018,43.82086168,7.868480726,0.046577189,3.149051336,8.030629654,0,12.05342352,8.444444444,42.67077223,1.417315873,19.43246472,0
849,PI925,*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,1.595,292.9408732,0.155531081,1,15.28028,162.15,365.9674545,66.57175556,119.2457778,3.625,2.692230216,4.142585342,4.461538462,121.2307692,1.098806784,0.035714286,7.22141332,6.75,3.348444285,5.185922651,53.64397839,-1.975122887,6.103966388,2.801949223,0,10.37031546,0,4.744444444,4.792899408,-12.92899408,0.549369296,15.54009298,*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,17.63,79.904,12,-24.85207101,-807.6272189,71.14792899,-0.276134122,4.029167077,35.00344517,0,34.76398529,6.596049383,37.9909846,-0.257493039,28.59420041,0
850,PI926,*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,1.637,69.23203923,0.249228862,0.970255258,7.14580303,199.39,358.9913235,58.04641463,113.186748,3.625,1.199032828,4.124432717,2.897058824,23.41176471,1.530342006,0.48,2.808534645,-1.75,3.297052706,5.407100157,31.19762253,1.746338096,63.18579366,2.455800464,2.312122347,9.34486467,3,2.975609756,7.046064014,-2.748486159,0.166666667,4.899909731,*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,24.94,32.067,33,34.16955017,7.214532872,9.678200692,0.277801221,4.043806554,16.01301312,0,16.38475198,12.39444642,61.44516707,2.397288952,18.31886156,0
